,env,agent,sf_steps,steps,seed,level
74,Switching Mappings,Meta-ePOMDP,4.0,20,1,34
75,Switching Mappings,Meta-ePOMDP,4.0,20,1,35
76,Switching Mappings,Meta-ePOMDP,2.0,10,1,36
77,Switching Mappings,Meta-ePOMDP,3.0,16,1,37
78,Switching Mappings,Meta-ePOMDP,4.0,20,1,38
79,Switching Mappings,Meta-ePOMDP,4.0,20,1,39
80,Switching Mappings,Meta-ePOMDP,2.0,10,2,0
81,Switching Mappings,Meta-ePOMDP,2.0,12,2,1
82,Switching Mappings,Meta-ePOMDP,4.0,14,2,2
83,Switching Mappings,Meta-ePOMDP,1.0,14,2,3
84,Switching Mappings,Meta-ePOMDP,3.0,10,2,4
85,Switching Mappings,Meta-ePOMDP,2.0,10,2,5
86,Switching Mappings,Meta-ePOMDP,4.0,20,2,6
87,Switching Mappings,Meta-ePOMDP,4.0,20,2,7
88,Switching Mappings,Meta-ePOMDP,1.0,14,2,8
89,Switching Mappings,Meta-ePOMDP,4.0,12,2,9
90,Switching Mappings,Meta-ePOMDP,2.0,8,2,10
91,Switching Mappings,Meta-ePOMDP,2.0,16,2,11
92,Switching Mappings,Meta-ePOMDP,4.0,20,2,12
93,Switching Mappings,Meta-ePOMDP,3.0,12,2,13
94,Switching Mappings,Meta-ePOMDP,1.0,10,2,14
95,Switching Mappings,Meta-ePOMDP,3.0,8,2,15
96,Switching Mappings,Meta-ePOMDP,3.0,12,2,16
97,Switching Mappings,Meta-ePOMDP,3.0,12,2,17
98,Switching Mappings,Meta-ePOMDP,4.0,18,2,18
99,Switching Mappings,Meta-ePOMDP,2.0,12,2,19
100,Switching Mappings,Meta-ePOMDP,3.0,8,2,20
101,Switching Mappings,Meta-ePOMDP,3.0,12,2,21
102,Switching Mappings,Meta-ePOMDP,2.0,16,2,22
103,Switching Mappings,Meta-ePOMDP,2.0,14,2,23
104,Switching Mappings,Meta-ePOMDP,4.0,20,2,24
105,Switching Mappings,Meta-ePOMDP,4.0,20,2,25
106,Switching Mappings,Meta-ePOMDP,4.0,12,2,26
107,Switching Mappings,Meta-ePOMDP,4.0,20,2,27
108,Switching Mappings,Meta-ePOMDP,4.0,12,2,28
109,Switching Mappings,Meta-ePOMDP,5.0,8,2,29
110,Switching Mappings,Meta-ePOMDP,3.0,8,2,30
111,Switching Mappings,Meta-ePOMDP,3.0,8,2,31
112,Switching Mappings,Meta-ePOMDP,2.0,16,2,32
113,Switching Mappings,Meta-ePOMDP,3.0,12,2,33
114,Switching Mappings,Meta-ePOMDP,2.0,14,2,34
115,Switching Mappings,Meta-ePOMDP,3.0,18,2,35
116,Switching Mappings,Meta-ePOMDP,3.0,12,2,36
117,Switching Mappings,Meta-ePOMDP,2.0,14,2,37
118,Switching Mappings,Meta-ePOMDP,1.0,12,2,38
119,Switching Mappings,Meta-ePOMDP,3.0,16,2,39
120,Switching Mappings,Meta-ePOMDP,3.0,18,3,0
121,Switching Mappings,Meta-ePOMDP,4.0,13,3,1
122,Switching Mappings,Meta-ePOMDP,4.0,20,3,2
123,Switching Mappings,Meta-ePOMDP,2.0,10,3,3
124,Switching Mappings,Meta-ePOMDP,3.0,16,3,4
125,Switching Mappings,Meta-ePOMDP,4.0,10,3,5
126,Switching Mappings,Meta-ePOMDP,3.0,10,3,6
127,Switching Mappings,Meta-ePOMDP,4.0,12,3,7
128,Switching Mappings,Meta-ePOMDP,2.0,8,3,8
129,Switching Mappings,Meta-ePOMDP,3.0,18,3,9
130,Switching Mappings,Meta-ePOMDP,4.0,20,3,10
131,Switching Mappings,Meta-ePOMDP,2.0,8,3,11
132,Switching Mappings,Meta-ePOMDP,3.0,8,3,12
133,Switching Mappings,Meta-ePOMDP,2.0,8,3,13
134,Switching Mappings,Meta-ePOMDP,3.0,10,3,14
135,Switching Mappings,Meta-ePOMDP,2.0,16,3,15
136,Switching Mappings,Meta-ePOMDP,3.0,8,3,16
137,Switching Mappings,Meta-ePOMDP,2.0,8,3,17
138,Switching Mappings,Meta-ePOMDP,3.0,16,3,18
139,Switching Mappings,Meta-ePOMDP,2.0,10,3,19
140,Switching Mappings,Meta-ePOMDP,3.0,16,3,20
141,Switching Mappings,Meta-ePOMDP,2.0,8,3,21
142,Switching Mappings,Meta-ePOMDP,4.0,20,3,22
143,Switching Mappings,Meta-ePOMDP,2.0,16,3,23
144,Switching Mappings,Meta-ePOMDP,4.0,20,3,24
145,Switching Mappings,Meta-ePOMDP,2.0,10,3,25
146,Switching Mappings,Meta-ePOMDP,4.0,12,3,26
147,Switching Mappings,Meta-ePOMDP,3.0,18,3,27
148,Switching Mappings,Meta-ePOMDP,2.0,10,3,28
149,Switching Mappings,Meta-ePOMDP,3.0,10,3,29
150,Switching Mappings,Meta-ePOMDP,3.0,10,3,30
151,Switching Mappings,Meta-ePOMDP,4.0,20,3,31
152,Switching Mappings,Meta-ePOMDP,4.0,10,3,32
153,Switching Mappings,Meta-ePOMDP,1.0,10,3,33
154,Switching Mappings,Meta-ePOMDP,2.0,14,3,34
155,Switching Mappings,Meta-ePOMDP,4.0,12,3,35
156,Switching Mappings,Meta-ePOMDP,2.0,10,3,36
157,Switching Mappings,Meta-ePOMDP,4.0,20,3,37
158,Switching Mappings,Meta-ePOMDP,2.0,8,3,38
159,Switching Mappings,Meta-ePOMDP,3.0,16,3,39
160,Switching Mappings,Meta-ePOMDP,3.0,8,4,0
161,Switching Mappings,Meta-ePOMDP,4.0,12,4,1
162,Switching Mappings,Meta-ePOMDP,4.0,18,4,2
163,Switching Mappings,Meta-ePOMDP,2.0,14,4,3
164,Switching Mappings,Meta-ePOMDP,2.0,12,4,4
165,Switching Mappings,Meta-ePOMDP,3.0,18,4,5
166,Switching Mappings,Meta-ePOMDP,2.0,16,4,6
167,Switching Mappings,Meta-ePOMDP,4.0,20,4,7
168,Switching Mappings,Meta-ePOMDP,3.0,8,4,8
169,Switching Mappings,Meta-ePOMDP,4.0,12,4,9
170,Switching Mappings,Meta-ePOMDP,3.0,18,4,10
171,Switching Mappings,Meta-ePOMDP,2.0,10,4,11
172,Switching Mappings,Meta-ePOMDP,2.0,12,4,12
173,Switching Mappings,Meta-ePOMDP,3.0,18,4,13
174,Switching Mappings,Meta-ePOMDP,3.0,18,4,14
175,Switching Mappings,Meta-ePOMDP,2.0,8,4,15
176,Switching Mappings,Meta-ePOMDP,4.0,8,4,16
177,Switching Mappings,Meta-ePOMDP,2.0,8,4,17
178,Switching Mappings,Meta-ePOMDP,2.0,10,4,18
179,Switching Mappings,Meta-ePOMDP,3.0,18,4,19
180,Switching Mappings,Meta-ePOMDP,2.0,8,4,20
181,Switching Mappings,Meta-ePOMDP,4.0,12,4,21
182,Switching Mappings,Meta-ePOMDP,4.0,13,4,22
183,Switching Mappings,Meta-ePOMDP,2.0,16,4,23
184,Switching Mappings,Meta-ePOMDP,4.0,18,4,24
185,Switching Mappings,Meta-ePOMDP,1.0,12,4,25
186,Switching Mappings,Meta-ePOMDP,1.0,8,4,26
187,Switching Mappings,Meta-ePOMDP,3.0,10,4,27
188,Switching Mappings,Meta-ePOMDP,4.0,20,4,28
189,Switching Mappings,Meta-ePOMDP,3.0,16,4,29
190,Switching Mappings,Meta-ePOMDP,5.0,14,4,30
191,Switching Mappings,Meta-ePOMDP,1.0,14,4,31
192,Switching Mappings,Meta-ePOMDP,4.0,12,4,32
193,Switching Mappings,Meta-ePOMDP,3.0,10,4,33
194,Switching Mappings,Meta-ePOMDP,4.0,20,4,34
195,Switching Mappings,Meta-ePOMDP,3.0,18,4,35
196,Switching Mappings,Meta-ePOMDP,4.0,20,4,36
197,Switching Mappings,Meta-ePOMDP,2.0,8,4,37
198,Switching Mappings,Meta-ePOMDP,4.0,18,4,38
199,Switching Mappings,Meta-ePOMDP,2.0,10,4,39
200,Switching Mappings,Meta-ePOMDP,4.0,20,5,0
201,Switching Mappings,Meta-ePOMDP,4.0,18,5,1
202,Switching Mappings,Meta-ePOMDP,3.0,18,5,2
203,Switching Mappings,Meta-ePOMDP,1.0,12,5,3
204,Switching Mappings,Meta-ePOMDP,3.0,12,5,4
205,Switching Mappings,Meta-ePOMDP,2.0,8,5,5
206,Switching Mappings,Meta-ePOMDP,4.0,18,5,6
207,Switching Mappings,Meta-ePOMDP,4.0,18,5,7
208,Switching Mappings,Meta-ePOMDP,2.0,16,5,8
209,Switching Mappings,Meta-ePOMDP,2.0,16,5,9
210,Switching Mappings,Meta-ePOMDP,4.0,12,5,10
211,Switching Mappings,Meta-ePOMDP,3.0,10,5,11
212,Switching Mappings,Meta-ePOMDP,2.0,10,5,12
213,Switching Mappings,Meta-ePOMDP,2.0,10,5,13
214,Switching Mappings,Meta-ePOMDP,3.0,18,5,14
215,Switching Mappings,Meta-ePOMDP,2.0,10,5,15
216,Switching Mappings,Meta-ePOMDP,3.0,10,5,16
217,Switching Mappings,Meta-ePOMDP,2.0,16,5,17
218,Switching Mappings,Meta-ePOMDP,3.0,8,5,18
219,Switching Mappings,Meta-ePOMDP,1.0,12,5,19
220,Switching Mappings,Meta-ePOMDP,5.0,20,5,20
221,Switching Mappings,Meta-ePOMDP,3.0,16,5,21
222,Switching Mappings,Meta-ePOMDP,3.0,18,5,22
223,Switching Mappings,Meta-ePOMDP,3.0,18,5,23
224,Switching Mappings,Meta-ePOMDP,2.0,16,5,24
225,Switching Mappings,Meta-ePOMDP,4.0,20,5,25
226,Switching Mappings,Meta-ePOMDP,2.0,16,5,26
227,Switching Mappings,Meta-ePOMDP,3.0,8,5,27
228,Switching Mappings,Meta-ePOMDP,4.0,12,5,28
229,Switching Mappings,Meta-ePOMDP,1.0,10,5,29
230,Switching Mappings,Meta-ePOMDP,3.0,18,5,30
231,Switching Mappings,Meta-ePOMDP,2.0,10,5,31
232,Switching Mappings,Meta-ePOMDP,3.0,8,5,32
233,Switching Mappings,Meta-ePOMDP,1.0,10,5,33
234,Switching Mappings,Meta-ePOMDP,2.0,16,5,34
235,Switching Mappings,Meta-ePOMDP,10.0,26,5,35
236,Switching Mappings,Meta-ePOMDP,4.0,12,5,36
237,Switching Mappings,Meta-ePOMDP,4.0,20,5,37
238,Switching Mappings,Meta-ePOMDP,3.0,16,5,38
239,Switching Mappings,Meta-ePOMDP,2.0,14,5,39
240,Switching Mappings,Meta-ePOMDP,4.0,20,6,0
241,Switching Mappings,Meta-ePOMDP,3.0,16,6,1
242,Switching Mappings,Meta-ePOMDP,4.0,12,6,2
243,Switching Mappings,Meta-ePOMDP,4.0,20,6,3
244,Switching Mappings,Meta-ePOMDP,3.0,8,6,4
245,Switching Mappings,Meta-ePOMDP,2.0,12,6,5
246,Switching Mappings,Meta-ePOMDP,3.0,16,6,6
247,Switching Mappings,Meta-ePOMDP,3.0,16,6,7
248,Switching Mappings,Meta-ePOMDP,4.0,10,6,8
249,Switching Mappings,Meta-ePOMDP,3.0,16,6,9
250,Switching Mappings,Meta-ePOMDP,4.0,20,6,10
251,Switching Mappings,Meta-ePOMDP,3.0,10,6,11
252,Switching Mappings,Meta-ePOMDP,4.0,12,6,12
253,Switching Mappings,Meta-ePOMDP,3.0,18,6,13
254,Switching Mappings,Meta-ePOMDP,1.0,12,6,14
255,Switching Mappings,Meta-ePOMDP,1.0,8,6,15
256,Switching Mappings,Meta-ePOMDP,1.0,10,6,16
257,Switching Mappings,Meta-ePOMDP,1.0,8,6,17
258,Switching Mappings,Meta-ePOMDP,4.0,20,6,18
259,Switching Mappings,Meta-ePOMDP,3.0,8,6,19
260,Switching Mappings,Meta-ePOMDP,2.0,14,6,20
261,Switching Mappings,Meta-ePOMDP,2.0,14,6,21
262,Switching Mappings,Meta-ePOMDP,1.0,14,6,22
263,Switching Mappings,Meta-ePOMDP,2.0,10,6,23
264,Switching Mappings,Meta-ePOMDP,2.0,12,6,24
265,Switching Mappings,Meta-ePOMDP,1.0,12,6,25
266,Switching Mappings,Meta-ePOMDP,4.0,10,6,26
267,Switching Mappings,Meta-ePOMDP,1.0,12,6,27
268,Switching Mappings,Meta-ePOMDP,4.0,12,6,28
269,Switching Mappings,Meta-ePOMDP,,8,6,29
270,Switching Mappings,Meta-ePOMDP,2.0,16,6,30
271,Switching Mappings,Meta-ePOMDP,4.0,10,6,31
272,Switching Mappings,Meta-ePOMDP,2.0,12,6,32
273,Switching Mappings,Meta-ePOMDP,4.0,10,6,33
274,Switching Mappings,Meta-ePOMDP,4.0,20,6,34
275,Switching Mappings,Meta-ePOMDP,2.0,16,6,35
276,Switching Mappings,Meta-ePOMDP,3.0,10,6,36
277,Switching Mappings,Meta-ePOMDP,1.0,8,6,37
278,Switching Mappings,Meta-ePOMDP,2.0,16,6,38
279,Switching Mappings,Meta-ePOMDP,3.0,18,6,39
280,Switching Mappings,Meta-ePOMDP,2.0,12,7,0
281,Switching Mappings,Meta-ePOMDP,1.0,12,7,1
282,Switching Mappings,Meta-ePOMDP,4.0,10,7,2
283,Switching Mappings,Meta-ePOMDP,3.0,18,7,3
284,Switching Mappings,Meta-ePOMDP,4.0,12,7,4
285,Switching Mappings,Meta-ePOMDP,1.0,14,7,5
286,Switching Mappings,Meta-ePOMDP,4.0,20,7,6
287,Switching Mappings,Meta-ePOMDP,2.0,10,7,7
288,Switching Mappings,Meta-ePOMDP,4.0,18,7,8
289,Switching Mappings,Meta-ePOMDP,2.0,16,7,9
290,Switching Mappings,Meta-ePOMDP,2.0,10,7,10
291,Switching Mappings,Meta-ePOMDP,4.0,18,7,11
292,Switching Mappings,Meta-ePOMDP,2.0,8,7,12
293,Switching Mappings,Meta-ePOMDP,4.0,20,7,13
294,Switching Mappings,Meta-ePOMDP,2.0,16,7,14
295,Switching Mappings,Meta-ePOMDP,2.0,16,7,15
296,Switching Mappings,Meta-ePOMDP,2.0,16,7,16
297,Switching Mappings,Meta-ePOMDP,5.0,18,7,17
298,Switching Mappings,Meta-ePOMDP,1.0,8,7,18
299,Switching Mappings,Meta-ePOMDP,3.0,16,7,19
300,Switching Mappings,Meta-ePOMDP,4.0,12,7,20
301,Switching Mappings,Meta-ePOMDP,4.0,18,7,21
302,Switching Mappings,Meta-ePOMDP,3.0,18,7,22
303,Switching Mappings,Meta-ePOMDP,4.0,12,7,23
304,Switching Mappings,Meta-ePOMDP,2.0,8,7,24
305,Switching Mappings,Meta-ePOMDP,4.0,20,7,25
306,Switching Mappings,Meta-ePOMDP,2.0,12,7,26
307,Switching Mappings,Meta-ePOMDP,3.0,12,7,27
308,Switching Mappings,Meta-ePOMDP,1.0,14,7,28
309,Switching Mappings,Meta-ePOMDP,5.0,18,7,29
310,Switching Mappings,Meta-ePOMDP,3.0,16,7,30
311,Switching Mappings,Meta-ePOMDP,2.0,16,7,31
312,Switching Mappings,Meta-ePOMDP,4.0,12,7,32
313,Switching Mappings,Meta-ePOMDP,4.0,12,7,33
314,Switching Mappings,Meta-ePOMDP,3.0,10,7,34
315,Switching Mappings,Meta-ePOMDP,3.0,10,7,35
316,Switching Mappings,Meta-ePOMDP,2.0,14,7,36
317,Switching Mappings,Meta-ePOMDP,4.0,18,7,37
318,Switching Mappings,Meta-ePOMDP,10.0,20,7,38
319,Switching Mappings,Meta-ePOMDP,3.0,8,7,39
320,Switching Mappings,Meta-ePOMDP,5.0,16,8,0
321,Switching Mappings,Meta-ePOMDP,4.0,10,8,1
322,Switching Mappings,Meta-ePOMDP,4.0,12,8,2
323,Switching Mappings,Meta-ePOMDP,3.0,10,8,3
324,Switching Mappings,Meta-ePOMDP,2.0,14,8,4
325,Switching Mappings,Meta-ePOMDP,2.0,16,8,5
326,Switching Mappings,Meta-ePOMDP,3.0,8,8,6
327,Switching Mappings,Meta-ePOMDP,4.0,12,8,7
328,Switching Mappings,Meta-ePOMDP,3.0,18,8,8
329,Switching Mappings,Meta-ePOMDP,3.0,8,8,9
330,Switching Mappings,Meta-ePOMDP,3.0,12,8,10
331,Switching Mappings,Meta-ePOMDP,4.0,12,8,11
332,Switching Mappings,Meta-ePOMDP,2.0,10,8,12
333,Switching Mappings,Meta-ePOMDP,2.0,14,8,13
334,Switching Mappings,Meta-ePOMDP,3.0,12,8,14
335,Switching Mappings,Meta-ePOMDP,3.0,12,8,15
336,Switching Mappings,Meta-ePOMDP,2.0,8,8,16
337,Switching Mappings,Meta-ePOMDP,2.0,10,8,17
338,Switching Mappings,Meta-ePOMDP,4.0,18,8,18
339,Switching Mappings,Meta-ePOMDP,2.0,16,8,19
340,Switching Mappings,Meta-ePOMDP,1.0,8,8,20
341,Switching Mappings,Meta-ePOMDP,2.0,10,8,21
342,Switching Mappings,Meta-ePOMDP,1.0,14,8,22
343,Switching Mappings,Meta-ePOMDP,5.0,8,8,23
344,Switching Mappings,Meta-ePOMDP,2.0,10,8,24
345,Switching Mappings,Meta-ePOMDP,2.0,12,8,25
346,Switching Mappings,Meta-ePOMDP,2.0,16,8,26
347,Switching Mappings,Meta-ePOMDP,2.0,16,8,27
348,Switching Mappings,Meta-ePOMDP,1.0,14,8,28
349,Switching Mappings,Meta-ePOMDP,7.0,12,8,29
350,Switching Mappings,Meta-ePOMDP,2.0,16,8,30
351,Switching Mappings,Meta-ePOMDP,2.0,16,8,31
352,Switching Mappings,Meta-ePOMDP,2.0,8,8,32
353,Switching Mappings,Meta-ePOMDP,2.0,10,8,33
354,Switching Mappings,Meta-ePOMDP,1.0,14,8,34
355,Switching Mappings,Meta-ePOMDP,3.0,11,8,35
356,Switching Mappings,Meta-ePOMDP,2.0,10,8,36
357,Switching Mappings,Meta-ePOMDP,4.0,10,8,37
358,Switching Mappings,Meta-ePOMDP,2.0,16,8,38
359,Switching Mappings,Meta-ePOMDP,2.0,8,8,39
360,Switching Mappings,Meta-ePOMDP,3.0,18,9,0
361,Switching Mappings,Meta-ePOMDP,2.0,16,9,1
362,Switching Mappings,Meta-ePOMDP,2.0,16,9,2
363,Switching Mappings,Meta-ePOMDP,3.0,10,9,3
364,Switching Mappings,Meta-ePOMDP,2.0,16,9,4
365,Switching Mappings,Meta-ePOMDP,4.0,12,9,5
366,Switching Mappings,Meta-ePOMDP,2.0,16,9,6
367,Switching Mappings,Meta-ePOMDP,1.0,14,9,7
368,Switching Mappings,Meta-ePOMDP,4.0,10,9,8
369,Switching Mappings,Meta-ePOMDP,3.0,10,9,9
370,Switching Mappings,Meta-ePOMDP,1.0,10,9,10
371,Switching Mappings,Meta-ePOMDP,4.0,18,9,11
372,Switching Mappings,Meta-ePOMDP,2.0,16,9,12
373,Switching Mappings,Meta-ePOMDP,1.0,8,9,13
374,Switching Mappings,Meta-ePOMDP,4.0,20,9,14
375,Switching Mappings,Meta-ePOMDP,4.0,18,9,15
376,Switching Mappings,Meta-ePOMDP,4.0,18,9,16
377,Switching Mappings,Meta-ePOMDP,3.0,18,9,17
378,Switching Mappings,Meta-ePOMDP,1.0,12,9,18
379,Switching Mappings,Meta-ePOMDP,2.0,12,9,19
380,Switching Mappings,Meta-ePOMDP,4.0,12,9,20
381,Switching Mappings,Meta-ePOMDP,4.0,18,9,21
382,Switching Mappings,Meta-ePOMDP,4.0,18,9,22
383,Switching Mappings,Meta-ePOMDP,2.0,16,9,23
384,Switching Mappings,Meta-ePOMDP,4.0,20,9,24
385,Switching Mappings,Meta-ePOMDP,4.0,12,9,25
386,Switching Mappings,Meta-ePOMDP,2.0,8,9,26
387,Switching Mappings,Meta-ePOMDP,1.0,14,9,27
388,Switching Mappings,Meta-ePOMDP,1.0,12,9,28
389,Switching Mappings,Meta-ePOMDP,1.0,8,9,29
390,Switching Mappings,Meta-ePOMDP,4.0,12,9,30
391,Switching Mappings,Meta-ePOMDP,2.0,16,9,31
392,Switching Mappings,Meta-ePOMDP,4.0,10,9,32
393,Switching Mappings,Meta-ePOMDP,1.0,12,9,33
394,Switching Mappings,Meta-ePOMDP,2.0,16,9,34
395,Switching Mappings,Meta-ePOMDP,4.0,18,9,35
396,Switching Mappings,Meta-ePOMDP,2.0,8,9,36
397,Switching Mappings,Meta-ePOMDP,2.0,12,9,37
398,Switching Mappings,Meta-ePOMDP,4.0,18,9,38
399,Switching Mappings,Meta-ePOMDP,3.0,8,9,39
400,Switching Mappings,Meta-ePOMDP,2.0,16,10,0
401,Switching Mappings,Meta-ePOMDP,3.0,8,10,1
402,Switching Mappings,Meta-ePOMDP,2.0,8,10,2
403,Switching Mappings,Meta-ePOMDP,3.0,16,10,3
404,Switching Mappings,Meta-ePOMDP,4.0,20,10,4
405,Switching Mappings,Meta-ePOMDP,2.0,14,10,5
406,Switching Mappings,Meta-ePOMDP,2.0,8,10,6
407,Switching Mappings,Meta-ePOMDP,4.0,10,10,7
408,Switching Mappings,Meta-ePOMDP,4.0,18,10,8
409,Switching Mappings,Meta-ePOMDP,4.0,12,10,9
410,Switching Mappings,Meta-ePOMDP,2.0,16,10,10
411,Switching Mappings,Meta-ePOMDP,3.0,18,10,11
412,Switching Mappings,Meta-ePOMDP,4.0,12,10,12
413,Switching Mappings,Meta-ePOMDP,1.0,10,10,13
414,Switching Mappings,Meta-ePOMDP,1.0,8,10,14
415,Switching Mappings,Meta-ePOMDP,6.0,22,10,15
416,Switching Mappings,Meta-ePOMDP,4.0,12,10,16
417,Switching Mappings,Meta-ePOMDP,3.0,12,10,17
418,Switching Mappings,Meta-ePOMDP,4.0,18,10,18
419,Switching Mappings,Meta-ePOMDP,2.0,16,10,19
420,Switching Mappings,Meta-ePOMDP,3.0,16,10,20
421,Switching Mappings,Meta-ePOMDP,2.0,8,10,21
422,Switching Mappings,Meta-ePOMDP,2.0,12,10,22
423,Switching Mappings,Meta-ePOMDP,4.0,10,10,23
424,Switching Mappings,Meta-ePOMDP,4.0,10,10,24
425,Switching Mappings,Meta-ePOMDP,3.0,18,10,25
426,Switching Mappings,Meta-ePOMDP,2.0,8,10,26
427,Switching Mappings,Meta-ePOMDP,1.0,12,10,27
428,Switching Mappings,Meta-ePOMDP,4.0,12,10,28
429,Switching Mappings,Meta-ePOMDP,3.0,16,10,29
430,Switching Mappings,Meta-ePOMDP,2.0,14,10,30
431,Switching Mappings,Meta-ePOMDP,4.0,10,10,31
432,Switching Mappings,Meta-ePOMDP,3.0,16,10,32
433,Switching Mappings,Meta-ePOMDP,6.0,16,10,33
434,Switching Mappings,Meta-ePOMDP,2.0,16,10,34
435,Switching Mappings,Meta-ePOMDP,1.0,10,10,35
436,Switching Mappings,Meta-ePOMDP,3.0,16,10,36
437,Switching Mappings,Meta-ePOMDP,1.0,12,10,37
438,Switching Mappings,Meta-ePOMDP,3.0,12,10,38
439,Switching Mappings,Meta-ePOMDP,4.0,22,10,39
440,Switching Mappings,Meta-ePOMDP,3.0,8,11,0
441,Switching Mappings,Meta-ePOMDP,2.0,16,11,1
442,Switching Mappings,Meta-ePOMDP,4.0,12,11,2
443,Switching Mappings,Meta-ePOMDP,3.0,10,11,3
444,Switching Mappings,Meta-ePOMDP,2.0,14,11,4
445,Switching Mappings,Meta-ePOMDP,4.0,18,11,5
446,Switching Mappings,Meta-ePOMDP,,8,11,6
447,Switching Mappings,Meta-ePOMDP,2.0,16,11,7
448,Switching Mappings,Meta-ePOMDP,1.0,10,11,8
449,Switching Mappings,Meta-ePOMDP,3.0,16,11,9
